employee_id,emp_name,call_date,working_hours,work_efficiency,total_break_taken_minutes,calls_attended,active_with_customer_minutes,lunch_minutes,normal_break_minutes,feedback_score,training_minutes,meeting_minutes,unwanted_break_minutes,other_work_minutes
E111,Arjun,21-02-2024,8.55,85.32,54,99,344,21,13,4.48,50,28,19,24
E108,Vikram,24-02-2024,6.64,88.45,74,90,120,30,11,4.02,43,47,18,29
E103,Amit,26-01-2024,7.97,97.32,33,60,380,29,8,3.84,31,33,9,43
E110,Arjun,08-03-2024,7.42,85.3,68,47,132,25,9,3.8,49,16,15,45
E104,Vikram,03-02-2024,8.64,85.04,26,104,167,37,9,3.05,52,53,4,18
E103,Amit,21-02-2024,6.65,71.51,49,131,410,21,15,3.67,16,51,19,39
E104,Vikram,22-03-2024,8.03,71.05,68,152,213,21,19,4.95,34,41,8,72
E106,Riya,21-02-2024,7.82,86.53,35,142,380,29,9,4.75,0,12,7,44
E108,Sneha,29-01-2024,6.89,83.15,70,117,397,35,14,3.66,28,43,10,22
E106,Simran,07-02-2024,6.41,95.18,61,124,324,31,13,4.18,50,46,15,55
E104,Rohit,11-02-2024,7.95,74.82,36,69,304,20,14,4.69,3,38,6,65
E109,Ananya,21-01-2024,8.22,70.75,82,124,294,27,7,3.88,22,26,14,18
E109,Arjun,11-02-2024,6.95,83.47,64,88,188,35,10,3.04,27,53,19,45
E106,Arjun,13-01-2024,7.93,77.12,26,48,223,37,12,3.15,15,52,16,12
E109,Rohit,04-03-2024,7.19,71.49,46,56,365,32,15,4.02,11,25,5,28
E104,Simran,17-01-2024,8.14,91.74,29,108,280,34,13,4.94,52,27,14,37
E102,Pooja,09-01-2024,6.6,73.35,53,97,319,31,17,4.39,20,12,7,32
E106,Karan,10-02-2024,8.67,88.25,55,96,335,27,19,3.14,44,11,6,16
E110,Riya,01-01-2024,6.86,78.43,44,101,331,29,11,3.38,16,43,1,23
E110,Riya,02-01-2024,7.1,75.2,25,134,135,33,16,4.54,39,27,12,55
E101,Rohit,29-02-2024,6.17,81.39,43,91,324,24,7,4.68,12,1,5,24
E111,Neha,17-02-2024,6.33,94.04,37,100,158,37,5,4.24,51,36,4,76
E108,Vikram,29-01-2024,7.55,81.76,25,79,208,38,8,4.29,57,56,19,24
E109,Karan,10-01-2024,6.8,92.52,48,77,375,34,17,3.06,31,56,0,60
E109,Sneha,27-02-2024,8.51,73.76,44,82,373,25,10,4.66,36,33,17,17
E111,Sneha,29-02-2024,6.04,93.18,74,102,335,30,7,4.58,49,22,14,78
E100,Rohit,21-01-2024,7.14,77.11,65,58,291,30,18,3.52,14,57,9,71
E105,Riya,28-01-2024,7.01,90.32,43,139,256,39,5,4.42,11,51,2,60
E106,Sneha,15-03-2024,6.06,86.97,45,89,297,39,10,3.43,48,44,4,72
E107,Pooja,03-02-2024,6.37,97.87,47,72,196,37,18,3.08,56,28,12,77
E109,Arjun,08-01-2024,7.24,81.62,22,52,307,37,5,3.4,14,34,7,25
E108,Rahul,28-02-2024,7.48,71.98,57,117,134,29,13,3.36,33,10,1,33
E101,Ananya,26-03-2024,7.21,70.57,80,159,411,21,15,3.68,5,47,8,15
E110,Rohit,12-03-2024,7.59,94.81,70,136,333,28,18,3.84,16,32,16,66
E109,Neha,18-02-2024,7.79,85.74,67,101,327,33,16,4.02,47,50,17,40
E101,Vikram,19-03-2024,6.03,93.26,40,132,288,38,5,3.95,48,10,12,15
E104,Ananya,17-01-2024,7.39,77.03,73,82,399,29,17,3.54,56,8,0,38
E104,Vikram,29-02-2024,8.89,80.35,75,88,265,23,10,3.06,19,13,11,76
E105,Amit,27-03-2024,7.56,70.9,78,75,382,25,5,4.21,8,8,19,12
E102,Ananya,28-03-2024,8.03,98.84,70,147,123,33,16,3.79,58,38,19,37
E107,Rahul,14-02-2024,6.94,90.04,39,49,209,23,11,3.6,4,47,4,57
E100,Riya,23-03-2024,8.32,98,78,134,179,34,7,4.73,22,2,7,19
E105,Pooja,09-03-2024,8.32,77.96,28,45,135,35,10,4.49,32,28,14,42
E103,Arjun,01-02-2024,7.56,88.34,20,96,346,26,11,4.72,37,18,2,76
E100,Arjun,13-02-2024,8.93,90.35,48,40,148,36,5,3.99,55,35,5,78
E106,Pooja,05-03-2024,6.38,79.53,82,110,270,38,5,3.26,13,31,12,21
E108,Karan,27-03-2024,6.05,95.44,75,97,364,38,17,4.39,16,6,11,66
E103,Amit,08-01-2024,8.31,98.41,87,130,389,36,9,3.41,56,54,18,53
E103,Vikram,17-03-2024,8.42,96.55,54,60,198,25,10,3.88,18,27,17,22
E105,Rahul,12-03-2024,6.36,92.17,22,131,408,30,19,3.13,32,43,0,33
E111,Sneha,27-03-2024,6.8,78.32,26,119,272,35,19,4.65,0,17,6,53
E102,Ananya,12-02-2024,6.05,78.45,46,95,396,27,13,3.25,12,59,11,66
E111,Amit,01-01-2024,6.88,98.9,20,149,398,30,18,4.81,45,4,9,25
E105,Rohit,20-02-2024,8.32,70.31,63,126,176,26,5,4.73,26,22,11,30
E106,Ananya,24-01-2024,7.55,91.48,60,155,305,38,17,3.93,5,54,10,60
E110,Rahul,24-01-2024,7.04,91.19,61,59,212,29,8,4.49,58,21,3,30
E109,Neha,17-01-2024,7.12,88.68,52,141,395,28,14,4.24,5,25,18,69
E109,Neha,05-01-2024,6,99.7,69,93,277,23,12,4.61,32,41,5,60
E102,Amit,20-01-2024,6.9,79.36,82,64,394,34,14,3.86,29,11,8,30
E106,Riya,21-01-2024,7.94,80.2,56,67,300,32,13,4.57,45,39,19,15
E102,Rahul,27-02-2024,8.92,72.37,78,44,196,21,19,3.92,34,18,9,74
E101,Rahul,31-01-2024,8.54,83.28,67,159,270,21,17,4.88,22,46,4,67
E111,Pooja,11-01-2024,6.07,77.83,24,60,357,35,7,3.97,9,0,12,15
E109,Riya,21-02-2024,8.7,80.3,67,57,408,28,15,3.93,50,2,8,74
E103,Vikram,15-01-2024,8.35,95.04,22,86,350,32,6,4.57,18,26,1,43
E111,Vikram,23-03-2024,8.34,98.06,66,109,137,22,8,4.64,50,17,17,65
E107,Sneha,07-01-2024,7.37,75.57,81,96,192,28,6,4.11,27,49,0,12
E108,Arjun,28-01-2024,7.19,81.18,33,132,308,32,5,3.36,22,29,11,51
E106,Neha,20-02-2024,6.91,97.86,82,58,136,21,16,3.94,3,1,9,71
E100,Rohit,27-02-2024,6.2,71.85,80,136,138,27,7,4.94,19,4,1,15
E102,Vikram,05-01-2024,6.68,72.77,50,104,338,28,11,4.51,18,28,8,15
E111,Riya,05-01-2024,6.74,74.88,36,148,239,35,17,4.62,41,32,1,72
E108,Rahul,08-01-2024,7.45,87.86,43,42,220,21,17,3.07,26,41,13,29
E111,Rohit,04-03-2024,8.24,74.51,42,81,153,25,5,3.94,56,19,10,30
E100,Simran,10-01-2024,7.42,99.04,69,60,203,27,6,4.29,33,29,10,11
E108,Vikram,07-02-2024,6.17,83.4,89,138,315,24,5,4.66,3,41,16,65
E107,Rahul,21-03-2024,8.87,85.05,46,144,321,28,12,3.1,55,4,3,19
E100,Vikram,08-01-2024,8.83,77.4,34,79,130,20,9,4.7,37,49,12,79
E105,Neha,25-01-2024,8.36,84.13,69,106,337,28,12,4.1,6,20,6,32
E104,Simran,13-03-2024,8.97,89.86,55,64,372,29,7,3.39,47,57,15,39
E105,Ananya,06-03-2024,7.63,92.54,27,148,341,23,17,3.63,6,14,0,46
E109,Vikram,19-03-2024,8.89,92.62,22,141,199,22,16,3.56,49,19,12,64
E111,Riya,19-02-2024,6.23,87.34,81,148,126,29,11,4.06,51,7,0,58
E104,Vikram,07-03-2024,7.1,97.13,66,94,391,34,12,3.1,25,48,10,43
E105,Arjun,18-02-2024,6.68,94.52,80,123,346,30,19,3.32,25,30,5,53
E104,Rohit,05-02-2024,6.59,92.71,51,91,135,33,10,4.63,53,11,19,31
E110,Rohit,08-03-2024,6.42,71.67,32,83,131,25,17,3.27,18,20,2,40
E111,Neha,18-03-2024,7.87,70.21,20,148,410,31,17,3.47,8,29,11,16
E104,Riya,10-02-2024,8.34,76.37,53,137,360,32,11,3.91,19,26,4,30
E103,Simran,29-03-2024,7.73,89.91,81,124,140,36,18,4.03,41,43,8,25
E102,Pooja,02-03-2024,6.44,82.34,50,95,297,35,16,4.53,44,25,11,29
E102,Riya,10-01-2024,8.43,82.07,83,94,347,22,6,3.89,49,32,9,52
E103,Rohit,21-01-2024,7.91,96.54,44,151,392,21,12,4.58,15,25,18,53
E108,Arjun,05-02-2024,7.16,96.87,57,126,407,30,9,4.24,53,25,4,56
E101,Ananya,12-01-2024,8.02,97.28,33,109,416,28,11,3.23,16,35,4,28
E108,Neha,02-01-2024,6.78,79.42,27,154,253,22,5,3.31,21,39,8,57
E100,Pooja,13-01-2024,7.04,90.73,73,156,402,37,9,3.87,12,0,19,78
E100,Arjun,22-02-2024,8.75,78.15,21,116,272,39,5,3.79,11,58,16,20
E104,Simran,01-02-2024,6.87,75.72,75,152,185,34,16,4.49,9,14,9,38
E105,Simran,16-01-2024,7.41,75.54,80,126,256,33,17,4.16,0,49,0,54
E105,Arjun,01-02-2024,8.67,80.26,41,112,211,21,12,3.78,31,0,15,77
E102,Amit,01-02-2024,8.12,82.9,54,120,378,36,19,3.34,29,10,14,45
E106,Neha,11-01-2024,6.19,94.93,35,105,222,27,8,3.45,7,54,16,57
E108,Riya,10-01-2024,6.44,73.6,69,58,174,29,8,4.15,20,1,19,24
E110,Rahul,15-01-2024,6.02,92.05,62,122,376,37,6,3.85,21,0,12,53
E111,Ananya,17-01-2024,7.89,85.94,36,159,220,38,9,4.03,17,30,0,76
E109,Rahul,09-02-2024,7.34,78.64,77,46,317,27,5,3.34,1,43,7,49
E107,Riya,18-01-2024,6.4,84.78,21,157,345,27,13,4.33,47,15,4,23
E105,Riya,24-02-2024,8.87,79,23,102,356,22,9,4.71,43,53,5,72
E111,Neha,13-03-2024,7.59,87.88,58,81,145,22,10,3.52,8,21,19,60
E107,Riya,25-01-2024,6.73,83.02,25,81,240,31,6,3.98,2,41,13,67
E111,Rohit,28-02-2024,7.5,74.93,88,98,301,36,14,4.95,53,17,10,24
E104,Amit,18-03-2024,8.04,73.5,88,59,318,23,14,3.67,25,46,5,74
E107,Pooja,29-03-2024,6.23,86.4,39,112,374,36,5,4.19,20,16,10,64
E109,Riya,22-01-2024,6.82,97.07,83,56,241,33,8,3.18,29,29,12,19
E111,Rahul,30-01-2024,8.42,80.32,35,66,150,38,11,4.21,27,9,11,51
E103,Riya,24-03-2024,7.38,91.99,70,86,404,28,10,3.18,35,34,1,20
E109,Simran,25-03-2024,7.64,89.76,56,41,225,31,14,4.92,25,57,2,25
E107,Amit,13-02-2024,7.3,97.95,88,102,343,24,5,4.43,33,20,3,28
E109,Rohit,01-02-2024,6.13,94.63,61,101,392,30,5,4.58,7,15,16,40
E111,Rohit,20-02-2024,6.5,87,76,139,351,39,12,4.41,9,5,5,62
E101,Vikram,15-02-2024,7.34,89.71,85,58,375,22,8,4.18,47,2,6,17
E111,Rohit,21-01-2024,6.63,96.95,28,56,143,34,9,3.9,54,40,14,33
E111,Vikram,01-02-2024,6.15,81.99,83,108,228,33,17,4.72,42,42,10,17
E104,Arjun,08-02-2024,8.53,79.8,41,78,310,30,11,4.91,49,20,2,57
E108,Ananya,12-01-2024,8.94,70.32,53,121,144,39,12,4,53,12,5,39
E103,Sneha,16-02-2024,8.38,94.8,74,156,306,27,19,4.86,13,17,1,67
E110,Rohit,18-01-2024,8.56,94.03,48,157,407,23,14,4.17,39,57,13,64
E105,Pooja,21-01-2024,6.73,73.13,57,110,235,31,11,4.08,54,53,8,71
E100,Simran,13-01-2024,8.88,87.31,37,120,156,27,6,3.91,14,59,17,57
E108,Karan,21-01-2024,6.59,83.92,84,78,401,25,18,3.42,16,23,18,13
E100,Arjun,08-01-2024,8.85,73.56,20,75,256,34,19,3.01,52,26,11,46
E104,Rohit,15-02-2024,8.98,99.42,23,79,346,31,8,3.48,17,53,12,17
E103,Ananya,07-01-2024,8.14,76.44,23,84,301,35,14,4.02,31,3,11,10
E111,Vikram,23-01-2024,8.94,72.02,46,43,205,35,16,3.76,37,21,11,79
E102,Rahul,15-03-2024,7.71,87.85,62,141,172,39,5,3.9,22,23,17,56
E105,Karan,26-03-2024,6.78,92.17,78,64,354,39,14,4.96,45,39,8,14
E101,Ananya,22-01-2024,7.31,70.97,51,108,386,23,13,3.7,22,44,16,59
E102,Ananya,29-03-2024,7.78,89.76,52,69,406,30,7,3.9,34,9,15,33
E104,Rohit,22-01-2024,6.22,85.97,47,115,219,32,16,3.27,38,1,16,56
E108,Arjun,29-01-2024,7.87,73.1,74,107,206,28,7,3.1,14,39,7,27
E101,Karan,13-01-2024,8.94,75.18,79,127,134,23,14,4.55,52,5,10,37
E109,Neha,22-03-2024,6.57,87.04,89,68,220,31,13,4.14,23,47,1,14
E107,Sneha,02-01-2024,8.38,78.89,81,112,284,28,14,4.52,27,17,7,39
E101,Neha,29-01-2024,8.72,98.15,53,107,148,32,7,3.3,15,16,11,10
E110,Simran,25-03-2024,8.83,94.56,75,90,233,35,12,4.14,15,37,0,55
E104,Karan,19-03-2024,8.88,99.51,32,63,226,25,6,3.51,39,44,12,78
E106,Neha,21-02-2024,7.56,77.79,75,53,249,29,18,3.46,38,22,16,40
E107,Rohit,27-01-2024,8.93,99.09,37,108,203,32,17,3.02,5,45,13,79
E100,Amit,19-02-2024,8.27,82.94,73,57,390,26,7,3.26,1,29,13,65
E105,Vikram,19-03-2024,6.49,80.43,62,81,363,38,6,3.62,53,57,15,37
E100,Amit,23-01-2024,7.43,71.51,58,96,333,38,5,3.23,12,20,16,25
E101,Riya,28-03-2024,8.15,71.58,80,122,285,36,6,4.97,43,9,5,63
E100,Neha,13-02-2024,6.74,90.76,61,51,398,32,12,3.62,46,55,6,62
E110,Simran,17-03-2024,7.92,83.74,37,121,178,32,13,3.26,58,42,0,21
E104,Riya,22-01-2024,8,76.8,42,56,209,21,17,3.4,8,12,14,29
E109,Rahul,12-02-2024,6.49,88.42,73,69,313,29,6,4.18,33,11,19,43
E108,Pooja,06-02-2024,7.7,77.59,49,127,242,32,11,3.13,16,8,17,62
E105,Rahul,01-03-2024,8.31,87.33,77,114,255,28,19,4.72,26,3,12,73
E110,Karan,25-02-2024,7.5,80.78,87,138,258,20,9,4.92,28,38,1,32
E110,Ananya,03-01-2024,6.04,94.71,86,62,348,33,7,3.49,36,23,18,36
E100,Vikram,03-03-2024,6.03,94.62,37,120,393,35,13,3.9,42,53,14,26
E100,Neha,19-01-2024,7.07,84.32,26,40,169,39,19,3.04,21,33,11,57
E101,Simran,23-01-2024,8.78,80.52,59,118,237,34,10,4.28,50,38,14,30
E108,Simran,29-01-2024,6.69,80.88,89,71,321,20,15,3.83,23,40,17,59
E102,Arjun,30-01-2024,7.9,94.17,84,48,310,36,5,3.54,6,4,13,49
E100,Pooja,08-02-2024,6.67,79.85,87,54,300,32,9,3.41,33,14,5,12
E104,Sneha,25-01-2024,6.97,76.27,68,67,197,34,11,4.31,47,49,11,26
E106,Sneha,08-01-2024,8.54,72.54,71,63,194,35,8,3.83,11,3,19,70
E105,Sneha,27-02-2024,8.19,84,48,99,414,35,12,3.36,22,50,5,59
E111,Neha,16-01-2024,6.29,84.46,40,74,400,21,14,4.38,14,51,8,15
E100,Sneha,12-03-2024,7.29,95.23,28,125,140,36,9,4.13,32,57,3,37
E104,Rohit,01-01-2024,6.09,76.64,66,66,290,30,13,4.72,56,38,16,64
E104,Amit,05-01-2024,7.44,81.43,61,122,134,27,13,3.23,12,57,1,67
E105,Simran,03-01-2024,7.99,94.25,70,148,330,39,13,4.57,22,7,15,54
E102,Pooja,05-03-2024,6.36,94.71,75,115,167,22,5,4.35,37,48,13,28
E104,Amit,04-01-2024,6.87,81.54,70,59,205,31,6,3.23,31,44,7,38
E106,Ananya,04-03-2024,7.19,83.77,89,104,268,39,7,4.39,44,23,13,32
E104,Pooja,29-03-2024,8.76,79.1,39,124,307,35,18,3.88,49,52,1,41
E104,Amit,10-01-2024,8.98,97.98,46,88,270,33,8,4.89,34,27,15,19
E104,Pooja,21-01-2024,6.13,73.56,57,148,260,35,14,3.28,0,54,3,58
E109,Ananya,15-02-2024,8.28,98.01,84,40,188,36,13,4.29,46,42,0,74
E109,Riya,27-01-2024,7.12,90.52,73,49,379,30,14,3.76,57,26,19,38
E102,Rohit,06-03-2024,7.18,85.95,43,86,128,36,17,4.91,44,0,13,68
E100,Neha,10-02-2024,8.26,70.98,66,98,240,38,10,3.66,4,33,7,54
E104,Neha,13-01-2024,8.76,84.27,82,135,220,20,5,4.92,56,16,2,76
E108,Simran,09-01-2024,8.85,82.23,76,101,268,31,16,4.8,12,36,4,60
E100,Sneha,05-02-2024,7.73,74.84,74,142,265,34,13,3.54,53,37,5,20
E102,Rohit,26-03-2024,7.07,89.69,79,125,362,37,10,4.61,4,25,7,15
E103,Rahul,30-03-2024,8.36,99.13,81,57,360,33,8,4.99,59,56,5,76
E100,Sneha,27-02-2024,6.75,86.87,49,151,162,20,18,3.51,31,23,5,71
E100,Simran,23-02-2024,7.69,91.44,41,85,214,32,8,3.87,50,38,3,14
E107,Karan,12-01-2024,7.08,72.05,48,71,345,34,7,4.04,20,59,6,18
E101,Rohit,21-03-2024,7.97,82.53,60,66,125,26,11,3.59,23,20,18,37
E111,Amit,18-03-2024,6.72,73.49,61,131,333,34,7,3.03,59,29,6,47
E107,Pooja,14-01-2024,6.57,88.38,84,57,325,39,6,3.44,17,46,2,52
E106,Rahul,03-02-2024,8.75,98.15,50,78,186,29,14,3.56,20,50,7,30
E109,Rohit,22-02-2024,6.31,89.85,49,88,219,33,12,3.89,53,47,0,71
E109,Ananya,20-01-2024,7.52,72.3,37,132,131,25,8,3.34,9,56,0,55
E101,Karan,15-03-2024,6.66,80.64,36,121,356,33,12,4.75,23,12,13,79
E105,Ananya,16-01-2024,6.12,86.52,57,83,377,31,5,4.41,39,36,5,47
E105,Neha,10-03-2024,6.11,82.1,33,111,254,30,19,3.17,46,2,9,58
E102,Neha,25-02-2024,6.53,95.01,75,93,341,39,9,4.3,20,31,13,48
E110,Sneha,23-03-2024,8.6,94.44,41,134,275,38,17,4.31,24,34,3,39
E101,Amit,27-02-2024,6.85,88.35,86,73,261,21,13,4.91,51,18,5,30
E111,Rahul,04-01-2024,8.85,81.2,75,110,277,39,5,3.01,59,13,15,10
E100,Vikram,04-01-2024,7.74,77.66,38,75,381,20,15,3.5,56,47,0,41
E105,Karan,20-01-2024,7.31,73.18,76,57,402,27,17,4.86,58,21,5,17
E111,Karan,10-01-2024,7.74,80.65,63,77,348,33,8,4.86,22,16,8,78
E104,Rohit,24-01-2024,7.55,82.4,54,98,399,28,10,4.44,21,58,14,39
E110,Sneha,26-01-2024,8.28,90.27,20,48,409,21,14,4.53,3,3,11,17
E108,Neha,06-02-2024,6.85,89.74,71,112,287,24,12,3.18,33,44,2,28
E100,Sneha,25-03-2024,7.06,72.1,89,149,166,27,18,4.03,55,39,10,68
E106,Pooja,23-02-2024,8.68,81.86,56,111,322,35,7,3.46,5,18,14,64
E104,Rohit,21-01-2024,8.84,75.45,84,90,333,35,9,3.36,27,36,2,39
E104,Rohit,14-03-2024,8.68,74.7,70,74,365,32,11,4.62,30,1,13,45
E101,Rahul,07-02-2024,7.26,94.82,20,121,143,39,5,3.27,34,14,1,64
E110,Amit,15-02-2024,8.34,71.26,40,44,393,34,19,3.94,38,1,3,53
E102,Simran,04-01-2024,7.43,82.58,72,53,163,20,11,4.88,41,10,18,36
E106,Riya,29-02-2024,7.49,75.05,35,131,275,22,17,3.37,22,44,11,63
E105,Simran,26-02-2024,6.61,96.38,80,69,318,25,16,4.96,5,22,1,57
E111,Arjun,14-02-2024,7.77,86.71,73,43,281,33,15,4.99,15,9,16,39
E101,Arjun,20-01-2024,6.56,76.94,59,78,353,23,12,4.11,1,2,2,48
E105,Rohit,17-01-2024,6.99,85.07,45,123,282,37,12,3.34,23,4,9,22
E101,Sneha,11-03-2024,8.57,91.94,84,103,235,34,13,3.63,16,2,15,25
E101,Pooja,04-01-2024,6.62,98.74,83,64,212,28,10,3.85,44,37,8,53
E101,Rahul,14-01-2024,6.21,76.61,62,67,161,37,16,3.62,0,12,10,36
E110,Vikram,03-01-2024,6.21,96.59,36,115,403,22,10,3.56,5,41,14,54
E102,Arjun,28-03-2024,8.82,98.03,78,105,329,29,6,4.94,4,18,2,44
E101,Rahul,20-03-2024,7.52,97.49,42,146,325,36,7,3.31,56,39,15,37
E103,Rohit,27-02-2024,7.23,89.06,26,117,339,26,8,4.47,44,49,11,16
E108,Amit,24-02-2024,8.43,88.89,63,61,399,34,8,3,59,34,4,71
E105,Ananya,04-01-2024,8.51,82.1,72,70,255,20,12,4.19,54,23,6,60
E100,Simran,24-01-2024,7,92.57,53,62,225,30,18,4.83,49,23,8,55
E107,Pooja,03-02-2024,8.08,85.94,65,87,237,36,5,3.58,28,16,17,29
E111,Neha,30-01-2024,8.31,90.32,87,59,356,24,14,3.37,11,39,7,47
E106,Rahul,22-03-2024,7.96,82.85,35,77,219,26,18,4.3,38,9,11,70
E109,Amit,19-01-2024,6.45,91.94,38,94,380,38,8,4.43,46,1,19,41
E102,Vikram,31-01-2024,8.63,94.73,21,107,405,34,15,4.38,2,43,1,35
E100,Riya,29-02-2024,7.62,74.39,29,118,222,22,16,3.64,47,22,9,67
E104,Simran,29-02-2024,6.85,94.99,69,127,182,34,17,3.5,0,5,18,48
E103,Neha,19-01-2024,7.28,86.21,31,128,294,24,15,4.91,26,1,8,29
E109,Simran,18-02-2024,6.11,95.34,89,40,401,31,15,4.85,47,20,7,59
E107,Rohit,03-03-2024,6.38,82.94,41,46,412,39,8,3.91,23,54,0,61
E100,Riya,23-03-2024,8.3,81.37,51,96,345,24,5,4.69,43,55,5,31
E109,Simran,22-01-2024,6,97.45,20,134,126,22,7,3.9,18,34,11,62
E100,Vikram,24-01-2024,7.25,77.54,73,51,246,28,9,3.85,58,48,18,75
E111,Amit,16-03-2024,7.57,95.33,77,145,211,28,10,3.31,7,28,16,52
E103,Arjun,30-01-2024,6.16,84.52,89,44,309,26,13,3.85,54,6,1,32
E107,Riya,27-02-2024,8.92,85.42,37,147,172,21,13,4.07,43,28,10,73
E104,Rohit,31-01-2024,6.68,79.25,25,89,361,35,13,3.05,46,52,17,18
E101,Neha,04-03-2024,6.91,87.19,64,81,251,28,15,3.89,1,36,10,16
E105,Sneha,19-01-2024,6.91,79.76,42,141,231,32,5,4.56,29,22,17,50
E104,Karan,17-02-2024,6.69,71.18,42,51,126,38,16,4.36,29,32,7,63
E101,Rahul,14-02-2024,6,78.16,45,142,349,39,13,4.27,48,7,14,74
E110,Simran,24-02-2024,8.19,70.19,26,57,275,36,17,4.82,38,11,8,11
E110,Arjun,24-02-2024,8.9,99.35,63,105,316,25,12,3.04,44,45,14,13
E110,Riya,18-01-2024,6.67,98.97,46,113,342,23,6,4.11,31,47,6,41
E102,Simran,03-03-2024,7.99,81.85,45,118,369,20,17,4.57,0,9,19,11
E108,Ananya,16-02-2024,8.23,91.85,55,133,202,37,15,4.08,37,14,12,73
E106,Rahul,15-03-2024,8.55,80.37,74,147,359,38,5,3.65,12,52,12,23
E106,Sneha,26-02-2024,7.27,90.13,83,56,382,28,5,3.27,10,23,0,29
E110,Vikram,14-02-2024,6.91,94.16,76,107,308,32,16,4.78,9,25,19,58
E105,Karan,02-02-2024,6.98,98.4,88,110,409,27,10,3.94,47,46,3,17
E107,Amit,17-01-2024,8.14,82.01,80,101,177,32,13,4.76,58,41,3,72
E103,Simran,10-03-2024,8.45,93.5,21,80,128,34,11,4.17,25,52,3,55
E107,Sneha,04-01-2024,6.54,77.98,74,134,234,30,9,4.35,55,59,12,30
E103,Sneha,20-01-2024,7.11,99.71,57,154,329,31,15,4.61,54,38,1,41
E107,Vikram,16-02-2024,8.71,70.77,48,158,160,33,6,4.32,19,57,14,17
E108,Pooja,15-01-2024,8.42,88.11,45,142,292,23,5,3.8,16,2,3,25
E102,Vikram,10-03-2024,8.95,89.79,54,158,353,20,6,4.03,16,1,5,49
E102,Simran,16-02-2024,8.26,90.64,86,73,400,23,5,4.61,3,5,2,36
E110,Pooja,18-03-2024,7.18,73.61,48,109,197,38,7,3.75,4,20,6,27
E101,Pooja,15-03-2024,7.77,98.16,53,153,227,28,10,3.78,59,8,5,44
E109,Arjun,09-01-2024,7.98,75.44,60,141,400,29,17,3.19,22,9,2,61
E102,Arjun,30-03-2024,6.24,88.68,60,84,158,23,12,4.83,45,35,3,24
E102,Neha,16-01-2024,7.63,76.68,42,97,238,39,7,3.18,51,58,9,72
E104,Riya,09-03-2024,8.13,79.22,22,90,146,28,14,4.3,9,2,8,62
E104,Riya,01-03-2024,6.5,86.39,77,73,223,32,13,3.83,45,40,5,75
E101,Rohit,10-01-2024,8.34,82.52,51,83,193,31,14,3.81,27,23,19,40
E111,Amit,19-02-2024,7.75,74.81,50,54,310,30,9,4.36,32,21,10,70
E109,Riya,03-01-2024,8.86,75.13,62,117,266,31,11,3.13,42,48,6,73
E105,Arjun,17-03-2024,6.13,82.54,26,109,374,37,12,4.19,25,13,17,43
E104,Neha,10-03-2024,6.8,92.72,20,89,403,31,7,4.54,54,41,3,64
E105,Neha,21-03-2024,7.8,96.94,80,140,332,35,6,4.66,49,44,4,68
E100,Pooja,20-02-2024,6.89,72.52,33,153,242,24,6,3.34,47,43,3,12
E104,Rohit,19-01-2024,8.14,81.79,71,71,325,39,9,4.79,28,26,3,26
E108,Vikram,11-02-2024,8.28,73.01,25,106,359,31,19,4.31,26,32,12,55
E111,Amit,04-02-2024,6.31,70.5,29,42,405,30,5,4.76,17,59,15,47
E109,Simran,15-02-2024,7.54,89.85,49,125,141,28,19,3.97,39,21,13,44
E101,Pooja,26-01-2024,7.53,88.07,40,125,378,37,6,4.08,59,28,10,10
E100,Vikram,09-03-2024,7.11,74.89,79,113,224,22,17,4.84,9,18,1,38
E109,Riya,04-03-2024,8.8,77.01,82,90,377,39,13,4.8,57,18,13,13
E110,Rohit,06-02-2024,8.48,70.71,61,106,323,36,11,3.9,41,5,6,70
E108,Pooja,24-03-2024,8.09,95.05,70,115,381,33,19,3.55,4,44,10,26
E109,Rahul,18-02-2024,8.14,99.24,83,132,226,20,19,3.79,9,18,3,37
E108,Riya,21-01-2024,7.39,74.06,75,87,370,36,10,3.78,49,12,6,59
E108,Vikram,14-03-2024,8.76,76.94,60,56,340,27,13,3.57,20,58,15,17
E105,Amit,04-03-2024,8.08,96.05,51,46,341,24,11,3.54,23,25,5,43
E107,Simran,05-01-2024,8.19,97.79,34,52,377,24,18,4.72,37,21,5,68
E110,Vikram,10-03-2024,8.59,82.59,81,159,320,28,15,3.14,2,20,1,27
E100,Pooja,30-03-2024,6.82,71.52,46,105,377,22,9,4.36,39,35,7,68
E109,Pooja,04-01-2024,8.42,71.18,47,43,344,38,19,3.35,30,55,6,36
E103,Simran,08-02-2024,6.59,87.22,83,49,321,28,13,3.69,40,1,13,25
E100,Sneha,04-02-2024,7.04,81.79,78,142,345,37,10,3.12,36,46,8,19
E107,Amit,01-01-2024,7.01,70.86,77,127,355,35,10,3.54,1,43,14,31
E100,Ananya,24-01-2024,8.94,87.5,21,56,302,20,15,4.54,1,29,17,25
E102,Riya,26-02-2024,8.57,70.34,55,91,319,21,8,4.77,38,26,11,21
E103,Neha,10-03-2024,8.1,93.62,32,45,365,33,17,3.44,48,6,18,60
E107,Simran,10-02-2024,8.18,79.19,34,122,230,33,16,3.93,41,19,12,10
E105,Amit,23-02-2024,7.69,71.21,79,108,125,20,5,3.94,43,49,6,36
E109,Neha,15-02-2024,8.84,87.65,41,135,355,35,9,4.75,33,30,9,76
